Index,Gene
6737,KRTAP1-1
6738,POPDC3
6739,SCXB
6740,CPQ
6741,CRH
6742,HSD17B1
6743,SAA1
6744,SAMHD1
6745,ARHGEF2
6746,ZNF512B
6747,ARL11
6748,C11ORF74
6749,NLK
6750,PBXIP1
6751,LRRC3B
6752,SIX4
6753,LIN7A
6754,PRKAR2A
6755,UQCRHL
6756,SGPP1
6757,GRHPR
6758,ZBTB9
6759,PGM1
6760,C8A
6761,SPINT2
6762,OR3A2
6763,TIE1
6764,WDR31
6765,NR4A1
6766,C1ORF226
6767,HDAC8
6768,ZNF175
6769,BEST2
6770,OSBPL3
6771,PCNT
6772,OR10Q1
6773,SSNA1
6774,PMF1-BGLAP
6775,DLGAP3
6776,ADAM10
6777,NOL8
6778,DMP1
6779,COX7A1
6780,MLYCD
6781,ITGB5
6782,SAC3D1
6783,UBXN2A
6784,SERPINB8
6785,MXRA7
6786,CBLN3
6787,MSTO1
6788,PRR14L
6789,GTF2H2C
6790,PHF8
6791,CHTF8
6792,SMYD5
6793,CT47A12
6794,HNRNPUL2
6795,APEH
6796,DNAH8
6797,STMN3
6798,HADHA
6799,POR
6800,LNP1
6801,CCL1
6802,CASZ1
6803,P2RY11
6804,FERMT1
6805,NOB1
6806,CTNNA1
6807,ZCWPW1
6808,SFTPD
6809,SDF2L1
6810,FAM196B
6811,SH2D1B
6812,C18ORF62
6813,WNK4
6814,VSIG10
6815,BTG2
6816,PCDHB10
6817,C1ORF158
6818,HOMER3
6819,MYH15
6820,POLR2J3
6821,CFLAR
6822,BLM
6823,OR8A1
6824,MPP3
6825,BNIP3
6826,PGA4
6827,PLD3
6828,GGT6
6829,POM121L12
6830,ASIC5
6831,KAT8
6832,SEPHS1
6833,MCHR2
6834,SCXA
6835,FAM192A
6836,TTBK2
6837,C12ORF53
6838,OXSR1
6839,TTC38
6840,ERI1
6841,RAVER1
6842,KCNG1
6843,ANKRD20A2
6844,SH3BP5
6845,SELENBP1
6846,ALYREF
6847,PPP1R16B
6848,KANK2
6849,FRY
6850,FAHD2A
6851,HLA-DQA1
6852,CFHR4
6853,OCSTAMP
6854,GPR85
6855,NBEAL1
6856,PSMC3IP
6857,FAM184B
6858,PRSS38
6859,PF4
6860,CNGB1
6861,LPAR6
6862,DNAJB1
6863,AKAP17A
6864,HIST1H2AE
6865,CNTD1
6866,TTC8
6867,BMI1
6868,HNRPDL
6869,FLRT2
6870,FAM25C
6871,DPH3P1
6872,B3GAT3
6873,NOV
6874,SH3KBP1
6875,ROCK1
6876,TRAF2
6877,GPSM1
6878,TP53BP2
6879,CT45A3
6880,GBP1
6881,LHX1
6882,FBXO27
6883,RRAGD
6884,DAPK2
6885,ATXN7L1
6886,CDC34
6887,PNP
6888,KIAA1257
6889,FNIP2
6890,FRG2B
6891,FAM65B
6892,SLC10A5
6893,UBE2L3
6894,NUP50
6895,POC5
6896,AHCYL2
6897,FGFR1OP2
6898,GTF3A
6899,ZSCAN5A
6900,S100A14
6901,ACTN1
6902,HCN1
6903,HAPLN4
6904,PLEKHO1
6905,VRK1
6906,MSX1
6907,OR2AK2
6908,TCIRG1
6909,ZNF490
6910,C8ORF31
6911,ZNF100
6912,DCAF11
6913,ALDH3A2
6914,MESP2
6915,TRIM59
6916,C22ORF39
6917,CYBB
6918,HS3ST3A1
6919,CXCL9
6920,A2LD1
6921,IGSF1
6922,ANKRD22
6923,C1QL3
6924,FBXL15
6925,MAGEB3
6926,TM2D3
6927,PRPH
6928,POU2F2
6929,HSD17B10
6930,C4ORF51
6931,ASS1
6932,FAM179B
6933,MAP2K6
6934,ARL5A
6935,LGI2
6936,RAB3B
6937,TBC1D28
6938,C2CD4D
6939,BTG1
6940,MET
6941,WARS
6942,NR2E3
6943,MSH3
6944,FAM75A4
6945,TMC1
6946,C1ORF106
6947,PAH
6948,ADAM22
6949,C9ORF57
6950,SEBOX
6951,EMB
6952,ZFHX3
6953,ZNF257
6954,REEP6
6955,KIDINS220
6956,SBDS
6957,TFPT
6958,ZCCHC11
6959,NFKB2
6960,WDR78
6961,VCAM1
6962,CCRL1
6963,SERP2
6964,TSPAN10
6965,TMEM183A
6966,LSM14A
6967,EIF3A
6968,PACS2
6969,SAGE1
6970,UGT2A2
6971,CMC1
6972,MDH1
6973,SQLE
6974,SSX4B
6975,RNF44
6976,CDC27
6977,CNDP1
6978,RALGPS1
6979,AHSA1
6980,SMU1
6981,KRTAP5-6
6982,GNAI1
6983,ANP32B
6984,RUFY4
6985,GOLGA1
6986,CYP4V2
6987,DSPP
6988,ZNF462
6989,USP25
6990,ZBTB24
6991,POLE
6992,GMFG
6993,CCDC15
6994,CASD1
6995,AAK1
6996,NEMF
6997,GORASP2
6998,NFKBIE
6999,CPLX3
7000,KCNH8
7001,FKRP
7002,NPAS3
7003,DECR2
7004,ACCSL
7005,CDKN1C
7006,SLC2A6
7007,IGSF5
7008,FAM75A5
7009,CRB3
7010,IL5RA
7011,C6ORF211
7012,OR4C6
7013,FOXL2
7014,TNFRSF14
7015,F12
7016,CCDC142
7017,OR7C2
7018,NCR1
7019,TMEM99
7020,LIG4
7021,CTAGE5
7022,FAM120B
7023,NPR1
7024,RNF113B
7025,TMEM115
7026,C9ORF169
7027,DAP3
7028,RSRC2
7029,PAK1
7030,RASSF2
7031,SBF2
7032,CDX4
7033,SYCE1L
7034,RPTOR
7035,RPF1
7036,SPTAN1
7037,CD47
7038,HK1
7039,OLFM4
7040,INMT
7041,DIO2
7042,KANK4
7043,ZNF335
7044,PYCR1
7045,AURKC
7046,CRTC3
7047,CSMD2
7048,PLBD2
7049,TTC13
7050,TMEM192
7051,TRAF3IP3
7052,EFHC2
7053,CCDC24
7054,BRAF
7055,SOX3
7056,KRTAP13-2
7057,HAUS1
7058,SLC26A6
7059,HSD17B3
7060,SNAPC4
7061,PMAIP1
7062,GMPS
7063,STAT6
7064,CBLN4
7065,U2AF2
7066,DDX52
7067,CDKN1B
7068,ARRB1
7069,SYT16
7070,C10ORF76
7071,ZNF211
7072,SPRED1
7073,NINJ1
7074,KRT14
7075,ARHGAP11A
7076,MAP2K1
7077,PRRC2A
7078,CD200R1L
7079,AIMP2
7080,FANCD2
7081,SWI5
7082,YARS
7083,LRP10
7084,ZNF785
7085,PRSS56
7086,NF2
7087,TMEM30B
7088,ZNF608
7089,PSAPL1
7090,CNGA4
7091,ZNF227
7092,NINJ2
7093,ARHGEF4
7094,CXXC1
7095,C9ORF64
7096,LMF2
7097,PKD2
7098,ARHGAP19
7099,RBM4
7100,PRRG2
7101,PVRL4
7102,MRAP2
7103,C3ORF20
7104,LOC730755
7105,SCGB3A1
7106,SLC1A7
7107,NDUFA10
7108,NUP85
7109,CAPRIN2
7110,CLIP1
7111,CLEC6A
7112,ZFP28
7113,ATP6V0C
7114,MRPL10
7115,CYP26C1
7116,SLC25A2
7117,MT-ND6
7118,SLC7A6OS
7119,FAM98B
7120,FZD3
7121,BFAR
7122,CRISPLD1
7123,C22ORF25
7124,TSNAX
7125,LFNG
7126,WNT7B
7127,LDHB
7128,DLX3
7129,CCDC64B
7130,PDGFRL
7131,MCTS1
7132,C1ORF9
7133,MTRNR2L5
7134,STK32A
7135,CRIPAK
7136,ZBTB2
7137,SLC31A2
7138,PTPN13
7139,C7ORF73
7140,NRTN
7141,NHLRC1
7142,STAT1
7143,GLS
7144,MAPK13
7145,IGFBP3
7146,PTPRQ
7147,SLC6A9
7148,GMCL1
7149,TPH2
7150,EXTL2
7151,TRIM41
7152,C21ORF7
7153,CBWD1
7154,UTP15
7155,ARF4
7156,OR51G1
7157,KDR
7158,GPC4
7159,DNAH17
7160,C14ORF177
7161,RADIL
7162,SLC50A1
7163,FAM92A1
7164,AGAP1
7165,EMR1
7166,ICAM5
7167,FAM19A2
7168,IGFBP6
7169,SAMD12
7170,NTRK1
7171,ACIN1
7172,SSTR5
7173,MRPS25
7174,C14ORF1
7175,IL4R
7176,ACTB
7177,KRT85
7178,DCTN6
7179,STK32B
7180,CBX4
7181,SIGLEC1
7182,WASF3
7183,MKS1
7184,C18ORF54
7185,KIF17
7186,ARL4C
7187,PRPS2
7188,LACE1
7189,KIRREL3
7190,SUPT6H
7191,LCP1
7192,CDC7
7193,WBP4
7194,ETNK1
7195,STON2
7196,B3GNT6
7197,PNPLA7
7198,CDC42BPB
7199,ZUFSP
7200,PPAN-P2RY11
7201,KIAA0319
7202,NLRP3
7203,CMAS
7204,CYP4A11
7205,TMEM135
7206,PCDHA13
7207,MSANTD3
7208,ABCG8
7209,ADAD1
7210,RBMXL2
7211,CXXC5
7212,PTPN11
7213,HMX2
7214,GALNT9
7215,TAS2R8
7216,OR5D18
7217,RACGAP1
7218,ARHGAP32
7219,POLA1
7220,PEX12
7221,NDP
7222,IGFBP7
7223,FEM1C
7224,KEL
7225,VSTM2L
7226,GRIA4
7227,MRPL36
7228,CRISP2
7229,NEB
7230,EFHA2
7231,C15ORF27
7232,SLC9A4
7233,QPCTL
7234,SYTL2
7235,MRGPRX2
7236,H3F3C
7237,PCOLCE
7238,ING5
7239,NAA10
7240,FKBP8
7241,PPIP5K1
7242,HEATR7B2
7243,CORO2B
7244,CLCN1
7245,RPRD2
7246,HINT2
7247,SPINK7
7248,REEP1
7249,SLC5A7
7250,HDAC7
7251,NXN
7252,TNPO3
7253,OR4S1
7254,ADRA1B
7255,TPRN
7256,SLC30A9
7257,DHX8
7258,CYSTM1
7259,TMEM19
7260,ZNF345
7261,BEND2
7262,ADAMTS4
7263,C1ORF61
7264,OSTM1
7265,UGGT2
7266,MYBPC2
7267,SLC11A2
7268,FPR1
7269,GIP
7270,ZNF14
7271,ACSL3
7272,SLC22A18
7273,C4ORF47
7274,ZNF343
7275,USP34
7276,NTF4
7277,RCHY1
7278,IDH3B
7279,SNRNP40
7280,ROPN1B
7281,BASP1
7282,COL6A6
7283,AP5S1
7284,CCDC151
7285,LOC100653515
7286,UQCRH
7287,SAP30
7288,TRIM6-TRIM34
7289,CLEC18C
7290,EDNRB
7291,DHFR
7292,TSEN2
7293,RTN4RL1
7294,MRPL42
7295,HIST1H2BG
7296,TMEM134
7297,AP3S1
7298,MLL3
7299,MCF2L
7300,CCDC150
7301,CLIP4
7302,ANKRD33B
7303,C1ORF52
7304,C20ORF4
7305,ITGAX
7306,LIMS3L
7307,TMEM230
7308,GCC2
7309,LRP1B
7310,GPR157
7311,ZC3H10
7312,CCL4L1
7313,MS4A15
7314,RBBP9
7315,C1ORF56
7316,OR2AG1
7317,DCAF8L2
7318,PSMA7
7319,LRRC27
7320,DSTN
7321,PRKAB2
7322,OR2L13
7323,OVCH2
7324,LIPF
7325,WDTC1
7326,C11ORF16
7327,INADL
7328,ASTN1
7329,B3GALNT1
7330,FBL
7331,CDK11B
7332,SLC7A5
7333,GATA6
7334,CIB4
7335,TMCO4
7336,MTCH1
7337,RNF168
7338,C9ORF152
7339,RWDD2A
7340,PCDHGB2
7341,C6ORF195
7342,ZNF148
7343,ANKRD13A
7344,ITGB1
7345,CXCL3
7346,MAST3
7347,DIABLO
7348,COL14A1
7349,LOC100505679
7350,PCDHB14
7351,CTSD
7352,C1ORF112
7353,HEG1
7354,ZFYVE1
7355,TOMM20L
7356,TBC1D23
7357,TFF3
7358,HLA-C
7359,ERLEC1
7360,CITED4
7361,DPYSL4
7362,IL36G
7363,FGF4
7364,DIS3
7365,SPINT1
7366,WNK1
7367,OR8U1
7368,LOXL1
7369,CYP11B2
7370,SLC6A1
7371,DHFRL1
7372,DNAJC2
7373,DAZ4
7374,HSPB3
7375,T
7376,CALML5
7377,SLC30A6
7378,SLC39A7
7379,ACTR6
7380,KHDRBS1
7381,OSM
7382,PCDH8
7383,DDX39A
7384,GK2
7385,C1ORF177
7386,C5AR1
7387,ENDOU
7388,PTPN20A
7389,OR7E24
7390,RABL2B
7391,PCDHB2
7392,CER1
7393,APOBEC1
7394,EIF2AK2
7395,FHAD1
7396,OR6C75
7397,PELI1
7398,RHOC
7399,FAM47E-STBD1
7400,KCTD10
7401,KIAA1984
7402,GBGT1
7403,CSF2RB
7404,OR6S1
7405,PRSS3
7406,CWC27
7407,HES3
7408,ERAP1
7409,ACAT2
7410,EMR2
7411,MYO7B
7412,PLAT
7413,NUDT19
7414,NUDT1
7415,NRN1L
7416,RHOG
7417,ZMAT5
7418,COPB2
7419,CACNG5
7420,WFDC1
7421,CXORF68
7422,TJP2
7423,CERS2
7424,HDDC3
7425,CNNM4
7426,ITIH4
7427,KIF5A
7428,TCF4
7429,COX6A2
7430,TRPM7
7431,PAPD7
7432,MUT
7433,AARS2
7434,TAF6L
7435,DKK1
7436,KLRC4
7437,NPC1
7438,LMOD2
7439,CD3D
7440,NBL1
7441,KRTAP10-11
7442,PTK2B
7443,SUSD1
7444,PNMT
7445,ABRA
7446,CELF1
7447,HSP90AA1
7448,BCAS4
7449,PSAT1
7450,IL5
7451,AGT
7452,OGN
7453,VASN
7454,PCDHA10
7455,HSP90AB1
7456,PRHOXNB
7457,PRPF40A
7458,SLAMF1
7459,LRRC10B
7460,AKIP1
7461,SLC1A2
7462,TMEM158
7463,CD226
7464,FAM107A
7465,LPAR5
7466,DLG3
7467,CES2
7468,FAM126A
7469,TSPO
7470,SPANXN4
7471,EBNA1BP2
7472,C16ORF53
7473,PMP2
7474,PRMT8
7475,TMPRSS5
7476,APOBEC3A
7477,FOLR2
7478,RING1
7479,IQGAP1
7480,UBE2T
7481,DNM1
7482,NRGN
7483,WEE2
7484,EIF4G3
7485,SYNCRIP
7486,FAM75C1
7487,RND3
7488,SAMD15
7489,LIF
7490,ELK4
7491,HUS1B
7492,SPINK5
7493,SPNS1
7494,NXPH2
7495,TCP10L2
7496,RAB11FIP1
7497,CPZ
7498,OPN4
7499,OR4X1
7500,NPPA
7501,KATNA1
7502,FLT3LG
7503,TRIO
7504,SGK223
7505,MYCBP
7506,C1ORF174
7507,BIRC6
7508,SEPP1
7509,CT47A1
7510,RPGRIP1L
7511,SPDYA
7512,SLC23A3
7513,KRTAP15-1
7514,HOOK3
7515,PAF1
7516,GLIPR1L2
7517,BAIAP2
7518,C16ORF73
7519,ZYG11B
7520,ART3
7521,OR10J3
7522,TRIM60
7523,C10ORF54
7524,MXD1
7525,IL1R1
7526,BATF2
7527,NLGN2
7528,MSR1
7529,NONO
7530,CCT7
7531,NFIC
7532,LSM2
7533,SARM1
7534,CCDC17
7535,LCE6A
7536,MUSK
7537,USP6
7538,CEP41
7539,OR6B1
7540,CUZD1
7541,RRP7A
7542,TMEM39A
7543,PDZD9
7544,PGPEP1L
7545,TBC1D2
7546,VAT1
7547,OXER1
7548,TMEM14A
7549,VGLL1
7550,PPIAL4E
7551,FSCN1
7552,PIGQ
7553,PRSS27
7554,CX3CR1
7555,FOXE1
7556,ALKBH1
7557,DEFB121
7558,GLP2R
7559,ARHGEF25
7560,IL12B
7561,DEFB115
7562,SIN3B
7563,KPRP
7564,FAM134C
7565,LASP1
7566,WRNIP1
7567,UBC
7568,DNMBP
7569,CCDC80
7570,RNF216
7571,CLEC16A
7572,ZNF8
7573,HYAL3
7574,FAM19A5
7575,OTOP2
7576,PDGFD
7577,GGTLC1
7578,LOC100506688
7579,CPN2
7580,NGB
7581,PTGER2
7582,ACO1
7583,ALDH3B2
7584,GYPA
7585,ALDH4A1
7586,TGIF2
7587,GLRA3
7588,GIN1
7589,MOGAT3
7590,PCSK7
7591,C11ORF91
7592,UBE2G1
7593,VWDE
7594,SLC30A3
7595,COL12A1
7596,CARD16
7597,SAR1A
7598,CNO
7599,FAM179A
7600,DNAH12
7601,FAM219B
7602,POU4F1
7603,TBCE
7604,CCDC40
7605,C8ORF84
7606,PLOD1
7607,RPA2
7608,CYP2C18
7609,EPC1
7610,CLGN
7611,KDM3B
7612,GORAB
7613,KRT24
7614,POU2F3
7615,LCE4A
7616,ADAM11
7617,LOC388588
7618,KANSL3
7619,OR5D16
7620,ANKS3
7621,CNST
7622,PNLIPRP2
7623,FRMD5
7624,ENC1
7625,METTL10
7626,PHOX2A
7627,STAG1
7628,SLC40A1
7629,RNF144B
7630,VPS8
7631,RTN4
7632,DCAF4L1
7633,CDH4
7634,CLIC3
7635,ZNF547
7636,STAU2
7637,ZFPM1
7638,HTR1E
7639,AKAP13
7640,P2RY6
7641,RNF121
7642,CALM2
7643,ZNF311
7644,NPBWR1
7645,LOC728392
7646,RGN
7647,CAMK4
7648,CD48
7649,CGA
7650,LAG3
7651,GRPEL1
7652,ADCK4
7653,UBR2
7654,RNASEH1
7655,GJA4
7656,ZNF653
7657,GALNS
7658,ZNF782
7659,CYC1
7660,SLC35F4
7661,RAPSN
7662,C11ORF70
7663,CASP8
7664,WDHD1
7665,CRIP1
7666,ARSI
7667,GCC1
7668,FITM2
7669,PDCD11
7670,WNT4
7671,NOX1
7672,PAQR6
7673,C14ORF21
7674,TMEM48
7675,PCYT1B
7676,ZNF140
7677,CGGBP1
7678,BEST3
7679,PPP2R2B
7680,PNKD
7681,CLEC2A
7682,LRRC43
7683,GLMN
7684,GP6
7685,HS6ST2
7686,SP140
7687,ZNF673
7688,ZNF530
7689,GPR146
7690,TSSC4
7691,ITGB1BP1
7692,MMP20
7693,ZNF222
7694,SLCO1B1
7695,AGA
7696,TUBA3E
7697,MYO16
7698,LYPD3
7699,ERVV-2
7700,DOM3Z
7701,TCERG1
7702,MRPS26
7703,SUPV3L1
7704,TMEM155
7705,PTGIR
7706,EPB42
7707,GPR108
7708,LRRC48
7709,RBBP6
7710,TMEM45B
7711,MCM9
7712,ZNF26
7713,GRP
7714,WNT10A
7715,XAGE1C
7716,LRP11
7717,GRHL1
7718,GINS3
7719,C16ORF71
7720,ZNF641
7721,TMSB4Y
7722,ITGB7
7723,FLNB
7724,SPINK6
7725,OR6C6
7726,DCPS
7727,TPCN1
7728,SEC31A
7729,C19ORF59
7730,CDH7
7731,CPT1C
7732,HSPA1L
7733,NCKIPSD
7734,ACTG1
7735,SFTA2
7736,NRARP
7737,DNAJC19
7738,MYCN
7739,CXORF38
7740,TMEM176A
7741,TRMT6
7742,OR10G2
7743,PHLDB1
7744,FAM22A
7745,NCF2
7746,RBM20
7747,AGAP7
7748,PCIF1
7749,TMEM184A
7750,LOC100507203
7751,FAM32A
7752,RGS5
7753,TECRL
7754,MRPL52
7755,KCNJ9
7756,CRIM1
7757,EPOR
7758,IGF2
7759,RCBTB1
7760,NAP1L4
7761,CSF1R
7762,GUSB
7763,TTC31
7764,USP28
7765,DENND3
7766,HIST1H2AA
7767,OR2B6
7768,FGD3
7769,INPPL1
7770,PRAMEF14
7771,NGFR
7772,C1ORF27
7773,ZNF439
7774,PRCD
7775,CKLF-CMTM1
7776,WDR85
7777,ANGEL2
7778,RGS21
7779,RAB5C
7780,C10ORF122
7781,CAV3
7782,C2ORF29
7783,NECAB1
7784,TAZ
7785,SDCBP
7786,POLR3E
7787,SON
7788,ZNF761
7789,KLHL9
7790,COMP
7791,ABHD1
7792,CDH19
7793,DCTD
7794,SAMD7
7795,SCGB1A1
7796,CLECL1
7797,OR2B2
7798,NENF
7799,C7ORF44
7800,PACS1
7801,SPOCK3
7802,PCDHA3
7803,MRPS2
7804,TRIM5
7805,CAV1
7806,HACL1
7807,FAM25B
7808,CD180
7809,ZNF187
7810,NIPSNAP3B
7811,MYO7A
7812,RFC5
7813,TRAF3IP2
7814,MGMT
7815,VEZF1
7816,SF3B1
7817,TMC2
7818,USHBP1
7819,SLC2A4RG
7820,PLRG1
7821,MMRN1
7822,SLITRK4
7823,PRAF2
7824,DUT
7825,KIAA0247
7826,RG9MTD1
7827,TEX28
7828,PTCHD3
7829,HEATR2
7830,ITGB3BP
7831,APBA2
7832,CLDN6
7833,TRIM10
7834,SPIC
7835,SS18
7836,SPRY4
7837,CMBL
7838,MT-ND3
7839,RHD
7840,ARL6IP5
7841,ANKHD1-EIF4EBP3
7842,HLA-A
7843,ZNF385D
7844,CALHM3
7845,FAM208A
7846,TGM3
7847,ANKRD50
7848,LIPE
7849,FAM194B
7850,SPO11
7851,SHROOM2
7852,SIX1
7853,ASTL
7854,MTERF
7855,CAV2
7856,CHD1L
7857,CST11
7858,BHLHE23
7859,PNRC2
7860,NUP210L
7861,PLN
7862,NELL1
7863,NPDC1
7864,OSGIN2
7865,C19ORF46
7866,ZNF621
7867,C5ORF58
7868,BZRAP1
7869,CNIH4
7870,RPS17L
7871,USP18
7872,MRM1
7873,MDFIC
7874,CCL21
7875,INTS9
7876,C20ORF11
7877,HBEGF
7878,CYB5RL
7879,HINT1
7880,AIPL1
7881,LONRF1
7882,CASC1
7883,ADAMTS15
7884,ZNF692
7885,MRPL27
7886,GHRL
7887,HIVEP3
7888,PROSER1
7889,SIGLEC7
7890,OR4D6
7891,TNFSF13
7892,TRHDE
7893,KDM4DL
7894,RP9
7895,GPX8
7896,BPNT1
7897,FNDC4
7898,KIAA0947
7899,RIN2
7900,PRKCZ
7901,TCEAL5
7902,GAGE2D
7903,SCML4
7904,SNRNP27
7905,KPNA1
7906,GMPPA
7907,OR13A1
7908,CEP57L1
7909,ZNF132
7910,WRB
7911,DSCR6
7912,SHD
7913,PTCH1
7914,C12ORF69
7915,SCOC
7916,PRMT6
7917,FAM102A
7918,RBFA
7919,CMTM3
7920,CCL28
7921,TRPV3
7922,BAHCC1
7923,MTRR
7924,EPB41
7925,PSMA6
7926,VILL
7927,RP1L1
7928,IFNB1
7929,NANOS3
7930,FAM200A
7931,ZDHHC7
7932,REG3A
7933,CIRBP
7934,PROK2
7935,CASQ1
7936,PCCB
7937,HSPB11
7938,C15ORF54
7939,PKD1L3
7940,GPD1L
7941,PLAC8L1
7942,EML1
7943,FLVCR1
7944,NCAPG
7945,PRND
7946,PCSK6
7947,WDR4
7948,MAGED2
7949,KDELR2
7950,CYP2C8
7951,UGT1A8
7952,ADAM17
7953,CLASP1
7954,CEP78
7955,MFAP5
7956,FAM188A
7957,ZNF138
7958,ALKBH3
7959,TFB1M
7960,KLRG1
7961,ANKS1B
7962,FADS1
7963,RFC3
7964,LOC100506388
7965,DSG1
7966,ASAH1
7967,DDX3X
7968,CDK5RAP1
7969,SLC16A2
7970,CCL20
7971,FGF18
7972,HEPACAM2
7973,ZBTB3
7974,C9ORF16
7975,FLJ43860
7976,FAM75A1
7977,B7H6
7978,ALB
7979,PPP5C
7980,SLA2
7981,TTC5
7982,RPLP2
7983,ZNF585A
7984,MMP17
7985,B3GNT4
7986,ZNF365
7987,COL5A2
7988,ZNF571
7989,OR8B3
7990,ERCC2
7991,SEC62
7992,IP6K1
7993,TMEM223
7994,HEY2
7995,PLEKHM1
7996,APOL3
7997,ZNF587B
7998,GRIK4
7999,MARCH2
8000,RAB36
8001,P4HA3
8002,ZNF263
8003,TDP2
8004,NRG2
8005,ANKRD65
8006,SLC12A1
8007,SDHD
8008,LHB
8009,STOML3
8010,KRT18
8011,MN1
8012,RBM38
8013,ECEL1
8014,C1ORF51
8015,SLC47A1
8016,ZNF266
8017,ASIC1
8018,PLA1A
8019,KRT222
8020,RABGAP1L
8021,HOXC8
8022,PRSS58
8023,HLA-DPA1
8024,TREM1
8025,EGR1
8026,RAB3GAP1
8027,INSC
8028,CLEC4C
8029,TRAK2
8030,NFKB1
8031,TFAP2D
8032,SYTL3
8033,CDH26
8034,COL28A1
8035,FGFR1OP
8036,SOWAHC
8037,CTDSPL2
8038,CLEC4E
8039,C10ORF96
8040,TBXA2R
8041,ABCF3
8042,FZD10
8043,OR5A2
8044,EIF3H
8045,SNF8
8046,FBXW12
8047,ZNHIT6
8048,RECQL4
8049,LMO2
8050,MRPS10
8051,C7ORF33
8052,EFNA5
8053,BATF
8054,NKX3-1
8055,GPN3
8056,PUS10
8057,KAT6A
8058,FCRL4
8059,EXTL1
8060,GSPT1
8061,PLEKHG6
8062,PAPOLB
8063,TMED9
8064,KRT31
8065,EFCAB3
8066,C16ORF13
8067,ZNF562
8068,GPR162
8069,SLC18A3
8070,LHX5
8071,CELA2B
8072,ZDHHC4
8073,LMBRD2
8074,ATF5
8075,SERPINA11
8076,USP20
8077,ZNF579
8078,CSE1L
8079,CYP2J2
8080,ZNF429
8081,FRG2C
8082,PIGP
8083,SRL
8084,TMEM52
8085,NEURL
8086,SHMT1
8087,B3GNT9
8088,ZNF182
8089,ARL8A
8090,HIC2
8091,GPC1
8092,PAIP2
8093,FAM195B
8094,WDR37
8095,MBD5
8096,TFF1
8097,PAM16
8098,C9ORF71
8099,CENPB
8100,KCNK10
8101,NPBWR2
8102,TLR6
8103,NLRP7
8104,ANKRD5
8105,PDLIM4
8106,BZW2
8107,GLCE
8108,TPBG
8109,LTBP1
8110,TXNRD3
8111,SCG5
8112,PHOX2B
8113,PCDHB12
8114,KRT6C
8115,GBP6
8116,TEC
8117,LOC440563
8118,NME2
8119,BLOC1S1
8120,SPECC1L
8121,FOXI1
8122,TMEM176B
8123,HARS
8124,ACOT7
8125,WISP3
8126,RAB9B
8127,STC1
8128,AMBRA1
8129,PCDH15
8130,STARD9
8131,AKAP3
8132,FOXB1
8133,TCP11L1
8134,MRP63
8135,DOCK11
8136,NARF
8137,VWF
8138,FGF17
8139,NPEPPS
8140,IPP
8141,SPESP1
8142,PCDHGA4
8143,HIGD1A
8144,BDH1
8145,ZNF354B
8146,CHAD
8147,TMPRSS11F
8148,PDYN
8149,SRGN
8150,LRRC58
8151,NOC3L
8152,DROSHA
8153,GRAMD1A
8154,OAS3
8155,FUNDC2
8156,OR8I2
8157,BCAT2
8158,RBP5
8159,DDAH1
8160,DCLK2
8161,C2CD4B
8162,S100A16
8163,KBTBD3
8164,ZNF550
8165,STAT3
8166,TMEM11
8167,ZBTB46
8168,ADAMTS2
8169,FNIP1
8170,BAALC
8171,FAM75A2
8172,SMCR7
8173,ICT1
8174,TUBE1
8175,HDGFRP2
8176,CTCF
8177,BACE2
8178,SPATA7
8179,PDE4A
8180,CENPT
8181,GSTM5
8182,SPANXB2
8183,DGAT1
8184,NOBOX
8185,MSMO1
8186,HIST1H2BH
8187,TRO
8188,THAP11
8189,TMEM201
8190,RUNX2
8191,RAB5A
8192,PFN1
8193,C10ORF26
8194,ZNF467
8195,RAD54L2
8196,EPS15
8197,TTC39A
8198,SOCS4
8199,CASC3
8200,RPL18
8201,C1QTNF6
8202,NMUR2
8203,IFNA5
8204,CCL26
8205,C15ORF62
8206,SERPINA1
8207,VCP
8208,DEFB107B
8209,EPB41L1
8210,C8ORF55
8211,SLC5A4
8212,PEX5
8213,SAP130
8214,FBRSL1
8215,PFKFB2
8216,FAM165B
8217,MAPRE2
8218,PSMA4
8219,CCDC117
8220,CDK5RAP3
8221,PTPRR
8222,PRKD1
8223,CEP68
8224,CHST2
8225,SLC5A10
8226,CHST11
8227,WDR74
8228,CAMK1D
8229,ZNF350
8230,AQP7
8231,ZC3H3
8232,HERC1
8233,ZNF627
8234,C18ORF8
8235,DNASE2B
8236,CCR2
8237,USP32
8238,NUCKS1
8239,MRPL2
8240,KIAA0226L
8241,ACR
8242,C2ORF42
8243,CCDC42B
8244,HIST1H2AK
8245,IFI6
8246,MBD6
8247,TMEM56
8248,FGF13
8249,NOX4
8250,SPDYE4
8251,TUBGCP4
8252,TRABD
8253,CRYL1
8254,TBX3
8255,CHMP4C
8256,SLC27A6
8257,LBR
8258,TIMELESS
8259,SVIP
8260,TMEM8B
8261,ZNF485
8262,ENTPD5
8263,NEO1
8264,DGKG
8265,IRGM
8266,WDR87
8267,DYNLL2
8268,TRIM72
8269,TCEAL8
8270,YY1AP1
8271,ACTR3B
8272,SPAG7
8273,PQLC2
8274,ULK3
8275,CBX6
8276,SHC3
8277,LPPR5
8278,EIF1
8279,FSTL3
8280,SH2D6
8281,MBOAT2
8282,KCNAB3
8283,TREX1
8284,PDE6D
8285,SF3A1
