Index,Gene
14103,ASRGL1
14104,C20ORF43
14105,RPGR
14106,KRTAP1-3
14107,SLMAP
14108,RBMXL3
14109,TACR1
14110,LDLRAD2
14111,RASSF4
14112,MYH7B
14113,MMP26
14114,NR2E1
14115,IL7
14116,SHISA2
14117,SLC30A2
14118,DGAT2
14119,ADAL
14120,COL16A1
14121,UBTF
14122,SLC39A3
14123,THY1
14124,PM20D2
14125,RNASE8
14126,NOP16
14127,PRPF40B
14128,TET2
14129,RCC2
14130,AMY2B
14131,RIBC2
14132,POC1A
14133,NRAS
14134,NQO1
14135,RNASEH2C
14136,ZNF594
14137,EHMT2
14138,SIGMAR1
14139,CCT8
14140,C19ORF44
14141,YARS2
14142,ASCL3
14143,CPT1B
14144,ZNF143
14145,RAP1GAP2
14146,KLF4
14147,IKBIP
14148,CCDC170
14149,PUS3
14150,OBFC2A
14151,EXOC8
14152,SYTL1
14153,ZSWIM4
14154,SRGAP2
14155,STK39
14156,WDR44
14157,SLC17A4
14158,SLC28A2
14159,UQCRFS1
14160,INPP5D
14161,HIST2H2AA3
14162,DEC1
14163,TMEM85
14164,KCNJ10
14165,MTUS2
14166,AJUBA
14167,AFF3
14168,SH3PXD2B
14169,HEATR5B
14170,SLC2A9
14171,SYN1
14172,ANKRD7
14173,BEX1
14174,NXF3
14175,C1ORF135
14176,TIAL1
14177,XRN1
14178,ACTN3
14179,RNF111
14180,PAX1
14181,TELO2
14182,JMY
14183,GPR6
14184,TBX19
14185,CD27
14186,GPR115
14187,LIMD1
14188,CDK5
14189,CDNF
14190,BCL9L
14191,MASTL
14192,RRS1
14193,EDA
14194,HRSP12
14195,TLR1
14196,CT47A9
14197,CRLF1
14198,FAM71E2
14199,NUDT2
14200,ARL4A
14201,UTF1
14202,TSPY4
14203,ZNF460
14204,RHOXF2B
14205,PLXNB1
14206,MPST
14207,AKAP1
14208,ZADH2
14209,TAS2R4
14210,THAP6
14211,FOXO1
14212,DYNC1I1
14213,TSC22D1
14214,ZNF167
14215,COBL
14216,ACOT1
14217,CKMT2
14218,KIF12
14219,C11ORF86
14220,RNF149
14221,TGFB1
14222,GATSL3
14223,PTGDS
14224,BRSK2
14225,RAG2
14226,GLB1L
14227,HOXC4
14228,NANOS2
14229,SLC7A13
14230,SDR39U1
14231,CENPBD1
14232,OR5AP2
14233,CCDC120
14234,SLC5A2
14235,AMFR
14236,BIRC3
14237,KIR3DL3
14238,ITIH3
14239,SLC26A2
14240,IRX3
14241,C10ORF107
14242,RFXANK
14243,ZFP42
14244,RBM14
14245,PRDM16
14246,ZNF775
14247,RNASEH2A
14248,DPY19L2
14249,EVPL
14250,PLCZ1
14251,DAB2IP
14252,JUNB
14253,C19ORF53
14254,SUSD4
14255,TDRD9
14256,CPOX
14257,PCCA
14258,ABL2
14259,KLHL26
14260,ACOX2
14261,NDRG3
14262,PRLH
14263,MAD1L1
14264,PCDHA8
14265,CHRNA4
14266,SMTNL2
14267,FRS3
14268,LOC643037
14269,C1QTNF9B
14270,SMAD7
14271,TAB1
14272,ISOC2
14273,TMEM235
14274,IFT80
14275,GCKR
14276,FSCB
14277,PPAP2B
14278,RNF34
14279,RAP2B
14280,FGFR4
14281,A1BG
14282,FITM1
14283,MTPAP
14284,GAGE2A
14285,RARG
14286,OR14I1
14287,MAP4K5
14288,FBLIM1
14289,AIM1L
14290,POTEH
14291,FSIP1
14292,CTSK
14293,EXOSC1
14294,CDH13
14295,FAM73B
14296,PDE9A
14297,NPM2
14298,ITLN2
14299,FHOD1
14300,GKN1
14301,LCN10
14302,NPHS2
14303,MAGEC3
14304,ACSM1
14305,ZNF652
14306,ZNF160
14307,POLK
14308,HSP90B1
14309,ANGPTL6
14310,C11ORF20
14311,TEK
14312,GHR
14313,EGFL8
14314,RPS4Y1
14315,GOLT1A
14316,ACSBG1
14317,APOBR
14318,POLR3B
14319,MAPT
14320,MFAP2
14321,COL5A1
14322,RHOH
14323,SOWAHB
14324,PCBP3
14325,SOX11
14326,STX12
14327,USP42
14328,POLG2
14329,CHL1
14330,PRR20C
14331,OR4C16
14332,SCAF8
14333,ARHGEF18
14334,UGT1A9
14335,PDE1A
14336,TNKS
14337,CRYGA
14338,MOB1B
14339,HOOK2
14340,OR4C11
14341,TOMM20
14342,SPG20
14343,BTBD7
14344,TPO
14345,DUSP1
14346,ADAM15
14347,RPS15
14348,PRX
14349,HIBADH
14350,ZDHHC13
14351,MAP3K11
14352,CLEC4F
14353,HIST1H4A
14354,BTAF1
14355,ZCCHC3
14356,TAC4
14357,PIGG
14358,LIPA
14359,OLA1
14360,KRBA2
14361,MGAT2
14362,CRAT
14363,ZNF224
14364,SAR1B
14365,RRP1B
14366,PRSS33
14367,MCPH1
14368,ZBTB49
14369,GPR183
14370,GRID2
14371,UBE2V1
14372,OR5T1
14373,ZDHHC3
14374,RPL7A
14375,ST7
14376,SSR1
14377,VPS72
14378,STRBP
14379,IRAK1
14380,CCBL1
14381,ETV7
14382,ZNF510
14383,LRRIQ1
14384,SHQ1
14385,AGMO
14386,SPRED3
14387,LCT
14388,PROSC
14389,MFSD6
14390,STK32C
14391,ZNF609
14392,CYP3A5
14393,RPS18
14394,OCRL
14395,RAD54B
14396,BOLL
14397,WDR16
14398,LOC283116
14399,THOC2
14400,FLT1
14401,CAMK2A
14402,MAP4
14403,MGST1
14404,MINK1
14405,SIGLEC14
14406,SARDH
14407,HLA-DMB
14408,DNAJB9
14409,TBC1D17
14410,C1ORF64
14411,COL6A1
14412,CMTM2
14413,FAM186B
14414,RTBDN
14415,ZCCHC6
14416,JMJD1C
14417,DPYS
14418,GLTPD1
14419,RCL1
14420,MGRN1
14421,HCLS1
14422,PRPF39
14423,OR5T3
14424,DTHD1
14425,WAPAL
14426,BRCC3
14427,KLHL3
14428,AP3B1
14429,SNRPA
14430,CDC40
14431,ZNF185
14432,B4GALNT3
14433,ZNHIT1
14434,UBE2J1
14435,EREG
14436,PIP
14437,FGGY
14438,CALCOCO2
14439,C21ORF62
14440,CA4
14441,TIAM2
14442,RCAN1
14443,BHLHB9
14444,C12ORF32
14445,NUP160
14446,TNS4
14447,ECM1
14448,ZNF283
14449,C17ORF65
14450,GINS4
14451,ZNF491
14452,ANXA8L1
14453,MRPL13
14454,C3ORF26
14455,KIAA2013
14456,EVI5L
14457,ACADVL
14458,TOMM7
14459,ABCA4
14460,USP16
14461,ARRB2
14462,TEKT1
14463,CD6
14464,C11ORF30
14465,ANKMY1
14466,EGFR
14467,LRRC39
14468,ZNF385A
14469,SP7
14470,FAM5B
14471,IFI30
14472,SORCS3
14473,CD93
14474,SOWAHD
14475,AMY1B
14476,CXCR2
14477,ZNF684
14478,OR51B5
14479,SYBU
14480,TAL1
14481,C22ORF42
14482,CCNI2
14483,GLRB
14484,PCDHGA8
14485,ERCC5
14486,CD247
14487,FOLR1
14488,ACTC1
14489,GABRR3
14490,PEAK1
14491,TIMM17A
14492,ADCK2
14493,CLOCK
14494,WAS
14495,LY6K
14496,VEZT
14497,SOBP
14498,AMMECR1
14499,PTPLAD1
14500,CDADC1
14501,NPVF
14502,GGN
14503,CBS
14504,LOC729059
14505,NMRAL1
14506,ATG16L1
14507,FGF1
14508,DEFB105B
14509,ZC3H11A
14510,PCDHGC5
14511,FAM19A3
14512,FER1L5
14513,FSHR
14514,POLN
14515,VGLL3
14516,CLASP2
14517,SLC17A2
14518,LRRC3C
14519,ACAA2
14520,KDM5D
14521,ARHGAP29
14522,WDR26
14523,SNX4
14524,C14ORF132
14525,IRF5
14526,ENDOG
14527,UCHL3
14528,RGCC
14529,DEFB124
14530,LONP1
14531,C6ORF223
14532,CGB
14533,TMCO7
14534,KCTD3
14535,DACH1
14536,CWC25
14537,LIN28A
14538,TRAM2
14539,POMT1
14540,CYCS
14541,C20ORF132
14542,SCAF4
14543,MBD3L1
14544,C6ORF222
14545,HOXC13
14546,DEFB105A
14547,DVL3
14548,MVD
14549,NDST4
14550,RSPO1
14551,RSPH10B
14552,CCDC43
14553,PLEKHN1
14554,DNAJC5B
14555,PTPRK
14556,WDR55
14557,VPS37A
14558,ACTBL2
14559,PCGF3
14560,SLC25A5
14561,UNC13A
14562,LOC100509575
14563,DDOST
14564,SRSF2
14565,ADRA2A
14566,FOLR3
14567,KCNN4
14568,CNOT1
14569,IRAK2
14570,ME3
14571,N4BP2L1
14572,ZNF292
14573,ST20-MTHFS
14574,CCDC159
14575,OR2T12
14576,ATP7B
14577,SPINK13
14578,CFC1
14579,PCP2
14580,GJA10
14581,GOLGA6L6
14582,KRT79
14583,RTTN
14584,TAF3
14585,RBM33
14586,CD9
14587,PLCXD1
14588,SDCCAG3
14589,PTH
14590,OR2C3
14591,JAGN1
14592,ZNF570
14593,DPEP1
14594,NUDT12
14595,EIF4EBP3
14596,GNRH1
14597,OR4K13
14598,GTPBP1
14599,NLRP2
14600,IQCD
14601,HYOU1
14602,MRPL21
14603,EIF4E3
14604,PAK6
14605,LCK
14606,HBZ
14607,TLX3
14608,TBX22
14609,PGLYRP1
14610,GOLGA6L10
14611,HIVEP2
14612,TM6SF2
14613,TATDN1
14614,CETN3
14615,GAD1
14616,TP53INP1
14617,CCAR1
14618,GOLGA7
14619,CINP
14620,C14ORF37
14621,FBXL14
14622,LRRFIP2
14623,ZNF679
14624,BCL11A
14625,CD1D
14626,HDAC9
14627,TMEM186
14628,COL4A4
14629,ZBTB41
14630,CXCR1
14631,RLN3
14632,C9ORF89
14633,BRF1
14634,MLEC
14635,GOLM1
14636,LUZP6
14637,EPHB6
14638,UPF2
14639,SSX3
14640,FIGN
14641,SMEK2
14642,ALAS2
14643,GAB4
14644,EIF1AD
14645,CPA2
14646,ABR
14647,GPR27
14648,FAM53C
14649,SPINK14
14650,C7ORF58
14651,FFAR1
14652,LZTFL1
14653,LRFN2
14654,GAS7
14655,FAM178B
14656,RXRB
14657,SETD3
14658,GGH
14659,EIF4G1
14660,KLHDC10
14661,XPNPEP1
14662,SYT11
14663,NMU
14664,TM9SF2
14665,MED4
14666,BTG4
14667,INPP5B
14668,MEIS1
14669,MAPK8IP2
14670,KCNA10
14671,OST4
14672,BPIFB1
14673,KERA
14674,SLFN12
14675,RPAP3
14676,HTT
14677,XAGE3
14678,LRRC66
14679,SNRNP25
14680,ANP32D
14681,MEIS2
14682,OR6V1
14683,HRASLS5
14684,REEP2
14685,SENP5
14686,PRSS54
14687,OAZ1
14688,NUP98
14689,TMPRSS11A
14690,TRIM52
14691,ZNF165
14692,DBT
14693,FAM26E
14694,CMIP
14695,FAM198A
14696,CCDC109B
14697,ARHGDIA
14698,COBRA1
14699,FAM187B
14700,SLFNL1
14701,NPFFR1
14702,ZSCAN10
14703,FMNL3
14704,PTGER4
14705,IL17RD
14706,ASZ1
14707,CA13
14708,RNF214
14709,GTF2H3
14710,CHRFAM7A
14711,MARK1
14712,CCDC114
14713,CST1
14714,KLK2
14715,N4BP1
14716,C9ORF117
14717,PDCD2
14718,HYI
14719,COA5
14720,KIAA1522
14721,ARF1
14722,VPS33B
14723,LCE3D
14724,CHRNB2
14725,FXYD5
14726,ASNS
14727,PLEKHB2
14728,ZDHHC19
14729,WFDC9
14730,RBM23
14731,GPR37
14732,CREB3
14733,NUDT5
14734,SSSCA1
14735,TNFRSF19
14736,GALM
14737,ESRRA
14738,PDCD10
14739,SLC6A2
14740,RNPS1
14741,DNAJB3
14742,STK10
14743,PRRT2
14744,UPK1B
14745,CDON
14746,TFF2
14747,PLXNA2
14748,PIP5K1C
14749,ATPBD4
14750,NOL10
14751,SEPT7
14752,SHC4
14753,ARG2
14754,CYP2C19
14755,DOCK4
14756,FAM129B
14757,PTPRN2
14758,PREPL
14759,ADRA2C
14760,GFRA3
14761,SIGLEC15
14762,ZNF202
14763,RNF122
14764,IL3
14765,FCF1
14766,BAD
14767,XRCC2
14768,BCHE
14769,C10ORF11
14770,C20ORF151
14771,CNP
14772,NDUFAF4
14773,USP1
14774,DNAH1
14775,FAM58BP
14776,MTFR1
14777,GCNT1
14778,CTSG
14779,CXCL17
14780,HPS5
14781,CAPG
14782,SLC46A2
14783,UIMC1
14784,MECR
14785,OR2S2
14786,F2RL1
14787,PA2G4
14788,RABAC1
14789,METAP1D
14790,FABP6
14791,CEP170
14792,ASB8
14793,MKL1
14794,BET3L
14795,FAM103A1
14796,MRC1
14797,SLC25A13
14798,MOCS3
14799,OR8K1
14800,GRK1
14801,CFB
14802,MOB3A
14803,ALKBH4
14804,C1GALT1
14805,ISL1
14806,LY6G6C
14807,DPP6
14808,LY86
14809,CIB2
14810,RNF152
14811,SLC16A5
14812,CA14
14813,PABPC4L
14814,CATSPER4
14815,HOXB13
14816,AGAP2
14817,TFAP4
14818,ROBO4
14819,ZNF326
14820,C7ORF43
14821,ANKRD27
14822,EEPD1
14823,DDR1
14824,ABCD3
14825,WNK2
14826,POLB
14827,ZNF691
14828,TOX3
14829,TRPM6
14830,FAM5C
14831,TCF23
14832,KRT83
14833,ZGLP1
14834,MPO
14835,FAM177A1
14836,RGS11
14837,ACTA1
14838,LSP1
14839,CAPS2
14840,PCDHB7
14841,LSM7
14842,CYP3A7-CYP3AP1
14843,FAM54B
14844,ZSCAN29
14845,CAPN5
14846,MKRN2
14847,PCLO
14848,QRFPR
14849,KIAA0141
14850,GPHB5
14851,SIGLEC8
14852,SCHIP1
14853,NAA40
14854,RNF145
14855,MAPK3
14856,LYN
14857,ATG4A
14858,GPR19
14859,MYADML2
14860,PARP12
14861,YIPF2
14862,TMEM81
14863,EML3
14864,ZSCAN5B
14865,KCNV1
14866,KHK
14867,REP15
14868,SNRPF
14869,TMSB15A
14870,MLIP
14871,KIAA1598
14872,EFNA3
14873,OPN3
14874,NAA16
14875,ZNF177
14876,TRA2A
14877,ATP6V0A2
14878,RHBDF1
14879,PDE6A
14880,C9ORF85
14881,OR6Y1
14882,XAGE1E
14883,KCNAB1
14884,ZNF507
14885,SHISA3
14886,C1ORF43
14887,MYBPC1
14888,S1PR4
14889,TRIM43B
14890,SMO
14891,POMZP3
14892,IFT74
14893,SERPINA10
14894,UPF3A
14895,AMPH
14896,C9ORF106
14897,TBCB
14898,KLHL14
14899,KDM6A
14900,RPS6KA6
14901,ZNF449
14902,SMURF1
14903,LOC100129216
14904,HLA-F
14905,SHOC2
14906,TCEB3
14907,MS4A6E
14908,EPS8
14909,GABRG1
14910,PSG2
14911,ROPN1
14912,PABPN1L
14913,CD53
14914,TLE3
14915,IL21
14916,LIMS2
14917,MOK
14918,IKZF3
14919,FBXW5
14920,ZNF516
14921,PQLC3
14922,RPP38
14923,OR5K3
14924,RPL30
14925,PLAC8
14926,C8ORF37
14927,DNAH9
14928,CXORF36
14929,LOC100287238
14930,DENND4A
14931,MTERFD2
14932,RBL2
14933,DCK
14934,OR5K2
14935,KLHL18
14936,GJC1
14937,PCDHGB6
14938,C8ORF82
14939,CCDC171
14940,NOG
14941,PLB1
14942,TSPAN2
14943,NEK9
14944,SENP8
14945,ASB16
14946,LGMN
14947,MAGEA2B
14948,RABL3
14949,CBX7
14950,LGALS12
14951,MZT2A
14952,PUF60
14953,DENND1B
14954,ARPC4-TTLL3
14955,GRN
14956,PADI2
14957,SLK
14958,RNF181
14959,KRTAP6-1
14960,CTSL1
14961,PES1
14962,PPP2R2D
14963,SPINT4
14964,ARHGEF35
14965,LDLRAD1
14966,DNA2
14967,ABHD15
14968,GPRIN3
14969,CCDC93
14970,ASCC2
14971,PTPRG
14972,FTSJD2
14973,GAGE12C
14974,MDFI
14975,RPS4Y2
14976,C6
14977,LNPEP
14978,POU3F2
14979,C10ORF82
14980,BLOC1S2
14981,PYROXD1
14982,SNRNP70
14983,PMVK
14984,C1ORF95
14985,COPG2
14986,ASB11
14987,ATP5G3
14988,REV3L
14989,BATF3
14990,KRTAP2-1
14991,MRPL39
14992,NUP188
14993,KRTAP20-1
14994,OR10A6
14995,CKLF
14996,CRHBP
14997,CEP290
14998,ANO9
14999,SORBS3
15000,CLPX
15001,RTN4IP1
15002,DCSTAMP
15003,SNTA1
15004,ZNF394
15005,SPAG9
15006,GPR151
15007,ANKHD1
15008,CENPP
15009,APOBEC3B
15010,ZFP2
15011,GATA3
15012,LCAT
15013,WDR90
15014,KRTAP9-8
15015,CLNK
15016,ARMC10
15017,SMAP1
15018,OR8B2
15019,OR2H2
15020,OR2T35
15021,CLSTN1
15022,C19ORF25
15023,NUP93
15024,LAMTOR2
15025,NSMCE1
15026,CXORF56
15027,TCEAL7
15028,FDFT1
15029,SUN1
15030,SIAH3
15031,C12ORF44
15032,FOXP4
15033,LOC100130890
15034,DOK3
15035,SCN4B
15036,NOM1
15037,TEKT4
15038,PHLPP2
15039,TSPYL5
15040,GNL3L
15041,COMT
15042,OR1J1
15043,FAM175A
15044,OR2D2
15045,TYK2
15046,LAPTM4A
15047,XKRY
15048,GLYATL2
15049,USP17L5
15050,TTLL1
15051,HELT
15052,CTBP1
15053,GAS8
15054,PEX7
15055,SERF1A
15056,PPP2R2A
15057,OR1B1
15058,OASL
15059,DPRX
15060,CLK2
15061,TRIP6
15062,DDX27
15063,CCNJ
15064,GALNTL2
15065,IGF2BP3
15066,KRTAP10-5
15067,OXCT1
15068,SP6
15069,TAS2R20
15070,HBE1
15071,MCRS1
15072,HEYL
15073,AP2M1
15074,PRUNE
15075,TLL1
15076,FAM116B
15077,DMBT1
15078,LCP2
15079,ELSPBP1
15080,CLPTM1
15081,RETNLB
15082,PTPN3
15083,RCN3
15084,DGCR6L
15085,ZNF407
15086,PCP4L1
15087,SLC7A9
15088,ACADSB
15089,ZNF432
15090,KIF24
15091,MTCH2
15092,SLC28A1
15093,IBTK
15094,TOX
15095,CXCL16
15096,ODZ4
15097,UCP3
15098,KIF3C
15099,SIGLEC10
15100,PDC
15101,CCDC136
15102,LGALS14
15103,KAZALD1
15104,C12ORF76
15105,FIBIN
15106,IL24
15107,ZNF169
15108,TSTA3
15109,NCAPD3
15110,OR5K1
15111,C9ORF46
15112,MORC1
15113,OLR1
15114,FAM109B
15115,TESK2
15116,RPL28
15117,C2ORF88
15118,FGFBP3
15119,SIGIRR
15120,TLX1
15121,SGTA
15122,LOC100130880
15123,GPR89C
15124,C15ORF38-AP3S2
15125,ZACN
15126,AASS
15127,SYT9
15128,ANGPTL5
15129,P2RX4
15130,PHF12
15131,S100A7L2
15132,RPL24
15133,SETD1A
15134,CDH6
15135,MINA
15136,TEX30
15137,BRF2
15138,MMP9
15139,DNMT3A
15140,TCL1B
15141,FAN1
15142,LSM14B
15143,NCAM2
15144,PPDPF
15145,SIPA1L2
15146,PPP3CB
15147,TRPC4
15148,GPX7
15149,ZNF786
15150,ZNF800
15151,CD2
15152,CHRD
15153,REM1
15154,TMPRSS2
15155,WASF2
15156,C15ORF63
15157,CD300E
15158,DCAF12L1
15159,KDM3A
15160,ARHGAP15
15161,TRADD
15162,ERC2
15163,RSBN1L
15164,SRRM5
15165,EFHD2
15166,ARAF
15167,HIST2H2AA4
15168,RNF157
15169,CENPA
15170,UBE2D1
15171,APOA1BP
15172,TRPV5
15173,TAGAP
15174,SERF1B
15175,PGM3
15176,PVRL2
15177,EARS2
15178,ID3
15179,RMI1
15180,KIF1A
15181,CYLD
15182,AZI1
15183,SEC23A
15184,PODNL1
15185,CARD9
15186,C20ORF26
15187,APOOL
15188,FUCA2
15189,HMGCS1
15190,EFHC1
15191,RAD50
15192,CDC42BPG
15193,STIP1
15194,KIAA1586
15195,MAP4K2
15196,C19ORF73
15197,BAGE5
15198,CASP9
15199,RHOBTB3
15200,SSFA2
15201,NOLC1
15202,C17ORF96
15203,AXDND1
15204,LYZ
15205,MASP2
15206,ICA1L
15207,SLC39A9
15208,ATP11A
15209,LOC100128071
15210,HSFY1
15211,RPL36AL
15212,SNX22
15213,PPP1R12B
15214,TMED3
15215,GAGE12F
15216,HTRA4
15217,FAM40A
15218,CENPO
15219,FNBP1
15220,FH
15221,ACAD10
15222,SAMM50
15223,C15ORF61
15224,BPIFA3
15225,ZNF28
15226,FAM78A
15227,BPI
15228,SLC25A31
15229,C16ORF93
15230,TMEM64
15231,MAP3K1
15232,CASKIN2
15233,ATP13A2
15234,KCNA5
15235,PLIN3
15236,SMCR9
15237,HMHA1
15238,SGMS2
15239,OR1S2
15240,CNBD1
15241,ZNF32
15242,ACOT13
15243,CYP27B1
15244,LOC728400
15245,ABCA3
15246,RIOK1
15247,RALY
15248,SERPINB10
15249,BCAS2
15250,RNF113A
15251,GCH1
15252,BDKRB1
15253,CBLN1
15254,TF
15255,MED29
15256,SOX8
15257,WDR64
15258,CUL7
15259,FAM90A1
15260,DNAJC7
15261,OR8J3
15262,IL15RA
15263,PM20D1
15264,AKR1B10
15265,MYL6
15266,AGTPBP1
15267,PIF1
15268,KIAA1456
15269,GTF2F1
15270,FBXO46
15271,IGFL3
15272,MCU
15273,AKTIP
15274,ZNF774
15275,HNRNPA3
15276,DCDC1
15277,MCM8
15278,PNO1
15279,LHFPL1
15280,RSPO4
15281,CLEC18A
15282,C14ORF119
15283,GSTO1
15284,GPR112
15285,PRH1
15286,UBE3D
15287,MCM3
15288,IBSP
15289,MACF1
15290,FOXR2
15291,ZXDA
15292,PPPDE1
15293,FBXL6
15294,CCDC102A
15295,ARHGDIB
15296,MTMR12
15297,ZNF606
15298,ZNF567
15299,MT-ATP8
15300,LOC100131094
15301,METTL19
15302,TTR
15303,DNAJC15
15304,FUNDC1
15305,NUS1
15306,CRCP
15307,CCDC115
15308,HIAT1
15309,DCX
15310,CRKL
15311,SRFBP1
15312,ZNF208
15313,KCNIP1
15314,CDY1
15315,CHGB
15316,P2RX2
15317,C11ORF51
15318,PEBP1
15319,LEFTY1
15320,TAS2R16
15321,CHML
15322,TGFB3
15323,OR6P1
15324,OR2M2
15325,GPR144
15326,KCNJ6
15327,EPS8L1
15328,EDN3
15329,ADCY1
15330,NUDT7
15331,CAMK2G
15332,SPDYE5
15333,MBD1
15334,RNF182
15335,DICER1
15336,FCRL1
15337,OR7G2
15338,PSMG2
15339,SH2D7
15340,C13ORF35
15341,E2F6
15342,PKD1L2
15343,EAPP
15344,SRCIN1
15345,NDUFA1
15346,OR1L6
15347,HAUS8
15348,PRR13
15349,RIPPLY1
15350,MRPS12
15351,SMARCA2
15352,LPCAT2
15353,VPS53
15354,CDK5RAP2
15355,TTC39C
15356,UBE2A
15357,NUBP2
15358,LOC647589
15359,TTC3
15360,NKX6-2
15361,LZTR1
15362,RP2
15363,AGER
15364,CLMP
15365,STAT5A
15366,SNAP47
15367,MPPED1
15368,PPTC7
15369,PIEZO2
15370,HMGN3
15371,GOPC
15372,EPG5
15373,CHD9
15374,CTXN1
15375,SMN1
15376,ACTR2
15377,CYP26A1
15378,CSAG2
15379,CPEB2
15380,VIM
15381,NAT8B
15382,ZNF534
15383,FNBP4
15384,ELMOD1
15385,ABCC1
15386,SPATA9
15387,ASPHD1
15388,TMEM40
15389,KCNK7
15390,HOXA9
15391,G6PC3
15392,ARID4B
15393,PPP1R3D
15394,ZC3H7B
15395,AVL9
15396,ITGAL
15397,TAF2
15398,C8ORF33
15399,VPS18
15400,CD200
15401,CRK
15402,RNF39
15403,PCP4
15404,PCDHGA9
15405,STYXL1
15406,C19ORF6
15407,C1ORF94
15408,PARK2
15409,OR1L4
15410,LHX2
15411,KIAA0825
15412,ZNF83
15413,SLC35A1
15414,ATG7
15415,ARL14
15416,TIMM13
15417,C3ORF70
15418,GJB2
15419,LTBP4
15420,TNFAIP3
15421,DCUN1D4
15422,BACH2
15423,CACNG4
15424,MRPS27
15425,CYP4F11
15426,EBF3
15427,SNRNP200
15428,METTL22
15429,SDAD1
15430,SORCS2
15431,C12ORF56
15432,ERVMER34-1
15433,C2ORF80
15434,CEACAM1
15435,CNKSR3
15436,GUCA1A
15437,PRRT3
15438,DTX2
15439,SLC45A3
15440,RRP1
15441,ALOX12B
15442,DUX4L5
15443,CAPN13
15444,LRRD1
15445,CSDC2
15446,EIF2B5
15447,ETS2
15448,YIPF4
15449,GTSF1
15450,FCHSD2
15451,GRIN2D
15452,BTRC
15453,THPO
15454,GGT7
15455,SEMA4A
15456,SPTLC1
15457,SCG2
15458,PLA2G12B
15459,KLHDC1
15460,ACVR1C
15461,IFNA6
15462,IL2RG
15463,UBQLN2
15464,CHST5
15465,CHIT1
15466,ZNF320
15467,FHL2
15468,SFSWAP
15469,STX18
15470,BCO2
15471,KBTBD10
15472,DSCR3
15473,C2ORF65
15474,CORIN
15475,GUCA1C
15476,SNAPIN
15477,LOC388276
15478,MCM6
15479,CCDC149
15480,ZNF614
15481,TCF12
15482,RPAP2
15483,MEMO1
15484,PDE1C
15485,LRIT3
15486,C19ORF43
15487,PARS2
15488,SCNM1
15489,FAM212B
15490,PLXNA1
15491,CCNY
15492,LRRC3
15493,EMILIN2
15494,SERPINA3
15495,MACC1
15496,SHOX2
15497,TCN1
15498,OPRL1
15499,SIGLEC12
15500,RGSL1
15501,ZNF274
15502,RANGRF
15503,NARS2
15504,UGT2B11
15505,PDIA3
15506,GSK3A
15507,BTLA
15508,THEG5
15509,NODAL
15510,NCCRP1
15511,OR56B1
15512,C11ORF58
15513,KDM5C
15514,MAN2A1
15515,LAGE3
15516,RRAS
15517,BEND6
15518,SH2B2
15519,CELSR1
15520,OXCT2
15521,LCE5A
15522,KIAA1614
15523,NLRP12
15524,NRIP1
15525,UFD1L
15526,LIN7B
15527,PFN4
15528,LY9
15529,BNIPL
15530,IL1A
15531,NEURL4
15532,FAM203A
15533,KIAA1967
15534,LOC646862
15535,FAM150A
15536,CYBRD1
15537,PGC
15538,NIPAL4
15539,NRL
15540,KLHL28
15541,SEC22C
15542,IGBP1
15543,WDR73
15544,TMEM65
15545,DDX41
15546,SCFD2
15547,TALDO1
15548,RBFOX2
15549,WDR89
15550,METTL16
15551,CNNM1
15552,SASH1
15553,CDC37L1
15554,ZFAND2B
15555,HHIP
15556,ALPK1
15557,TTLL4
15558,MAP7D2
15559,UNC93A
15560,CCDC169-SOHLH2
15561,SRSF6
15562,TTC12
15563,C19ORF21
15564,FABP7
15565,CSRNP3
15566,ODZ3
15567,LRFN3
15568,DEFB107A
15569,CCL24
15570,ZNF451
15571,NPY
15572,TFG
15573,TMEM156
15574,C1ORF50
15575,ALDH1L1
15576,TSKU
15577,RNPEPL1
15578,TMEM213
15579,LHFP
15580,DENND4C
15581,FBXO2
15582,DERL3
15583,TOB2
15584,EIF1AX
15585,PLA2G12A
15586,FAM185A
15587,ANKK1
15588,ZNF43
15589,IL19
15590,USP43
15591,INTS10
15592,NOL9
15593,WDR43
15594,REXO1
15595,BBS4
15596,ZCCHC12
15597,FRAT1
15598,GDF5
15599,CTAGE1
15600,FAM86B2
15601,AIFM2
15602,CASR
15603,ENY2
15604,KIAA1161
15605,GPR139
15606,TNFRSF18
15607,MAN1A1
15608,OR5J2
15609,FAM71E1
15610,OR2Z1
15611,ETS1
15612,DEDD2
15613,TTF2
15614,HIGD1C
15615,ZNF197
15616,IMPG1
15617,PTCD2
15618,UCK1
15619,AMPD1
15620,LUC7L3
15621,OR5H6
15622,KCNQ5
15623,WDR52
15624,SLC39A1
15625,HNRNPA2B1
15626,THSD4
15627,DUSP21
15628,DEXI
15629,APCS
15630,KIAA0232
15631,HDAC3
15632,AMIGO2
15633,CCR4
15634,ZMPSTE24
15635,CHMP4B
15636,AACS
15637,GALNTL5
15638,MTUS1
15639,CD19
15640,TLR10
15641,TRIM22
15642,TXLNB
15643,TANK
15644,LRP2
15645,BTBD1
15646,TTL
15647,TWF2
15648,YES1
15649,C19ORF38
15650,TMEM87A
15651,TAS2R5
15652,SDC2
15653,CHADL
15654,SCARF1
15655,CYP2S1
15656,C7ORF55
15657,KAT6B
15658,PLEKHG4B
15659,DPP7
15660,PENK
15661,RFNG
